Place;Thinking time;VP from Military Conflicts (Victory);VP from Military Conflicts (Defeat);VP from Treasury Contents;VP from Wonder; VP from Civilian Structures;VP from Scientific Structures;VP from Commercial Structures;VP from Guilds;Constructed stages of the Wonder;Cards discarded;Chained constructions;Coins spent on commerce;Coins gained through commerce;Shields;Wonder side A;Wonder ID;Civilian Structures;Scientific Structures;Guilds;Military Structures;Commercial Structures;Raw Materials;Manufactured Goods
1st (62);02:58;0;-6;3;3;7;55;0;0;3;3;4;18;16;0;no;14;2;9;1;0;0;2;1
2nd (62);02:35;14;-1;1;5;35;0;0;8;2;0;4;18;14;9;no;12;8;0;1;4;0;3;0
3rd (56);03:23;11;-2;7;20;0;0;11;9;4;1;2;11;8;8;no;8;0;0;1;4;7;1;0
4th (53);03:21;10;-2;4;10;19;0;5;7;3;0;1;6;15;5;yes;3;3;0;1;3;2;5;1
1st (60);02:44;9;-2;5;10;16;4;0;18;3;1;2;14;14;1;no;12;3;2;3;1;2;3;0
2nd (57);02:19;0;-6;6;3;0;48;6;0;2;4;3;15;12;0;no;9;0;9;0;0;2;0;3
3rd (54);02:33;8;-3;5;20;19;0;5;0;4;0;1;10;10;6;no;8;3;0;0;3;3;5;0
4th (53);02:55;18;0;7;5;6;0;6;11;3;1;1;8;11;7;no;10;1;0;2;4;3;2;2
1st (68);03:05;0;-6;1;3;0;64;6;0;3;0;5;14;7;0;no;9;0;9;1;0;3;2;2
2nd (67);02:30;9;-2;7;7;37;0;0;9;3;0;2;8;16;3;no;13;7;0;1;2;2;3;0
3rd (62);03:19;16;0;4;5;0;0;3;34;3;1;1;11;10;10;no;10;0;0;3;5;1;2;3
4th (60);03:12;9;-2;3;15;22;0;4;9;3;1;3;9;9;4;yes;1;5;0;1;2;4;2;0
1st (55);03:18;0;-6;0;7;21;16;3;14;3;0;2;13;5;0;no;13;4;4;2;0;3;1;1
2nd (52);03:02;10;0;8;10;18;0;6;0;3;0;1;13;8;7;no;12;3;0;0;4;5;3;0
3rd (51);03:52;15;-1;9;7;9;0;7;5;2;0;0;6;20;12;no;11;2;0;1;4;1;7;1
4th (46);03:04;3;-3;1;3;4;38;0;0;2;1;3;15;14;7;no;14;1;7;1;3;1;3;1
1st (53);07:55;18;0;4;7;6;0;4;14;2;1;1;9;2;10;no;11;1;0;2;4;4;4;0
2nd (50);08:58;4;-3;5;5;29;0;0;10;3;2;1;9;10;4;no;10;6;0;0;2;2;3;0
3rd (48);06:29;8;-3;4;3;12;13;11;0;3;1;2;8;5;5;no;14;2;4;0;3;4;2;2
4th (43);04:57;5;-5;8;20;0;0;0;15;4;1;0;4;13;6;no;8;0;0;2;2;2;5;2
1st (71);04:37;13;-1;6;10;14;9;0;20;3;0;3;12;19;3;no;12;3;3;2;2;0;4;1
2nd (70);04:00;0;-6;3;3;3;64;3;0;3;1;6;20;11;0;no;9;1;10;0;0;2;1;2
3rd (64);04:16;18;0;3;7;15;0;0;21;2;0;0;12;9;7;no;11;3;0;3;3;2;5;0
4th (44);04:30;5;-5;3;20;21;0;0;0;4;0;1;8;13;6;no;8;4;0;0;2;5;2;1
1st (63);02:30;10;-2;2;7;18;0;5;23;2;0;1;16;12;4;no;11;4;0;3;2;1;5;1
2nd (57);05:39;0;-6;6;10;4;43;0;0;3;0;5;17;10;0;no;12;1;8;1;0;3;1;1
3rd (51);03:48;9;-1;4;7;28;4;0;0;3;0;0;10;17;8;no;13;5;2;0;4;1;3;0
4th (41);03:34;13;-1;8;3;10;0;8;0;2;3;2;12;16;11;no;9;3;0;0;5;5;1;1
1st (57);03:54;13;-3;2;3;11;31;0;0;1;1;6;5;8;5;no;8;3;7;0;2;1;2;1
2nd (55);03:27;16;-1;8;7;6;0;7;12;2;0;0;10;16;8;no;11;1;0;2;3;4;5;1
3rd (52);03:32;5;-3;2;7;29;0;0;12;3;1;3;16;8;4;no;13;6;0;2;3;1;2;0
4th (44);03:21;1;-4;7;3;17;13;7;0;3;3;3;8;7;1;no;9;4;3;0;1;4;1;1
1st (59);03:46;14;-2;5;7;18;0;0;17;3;0;1;6;17;9;no;13;4;0;2;4;2;3;0
2nd (52);04:13;0;-5;1;3;5;43;5;0;2;1;4;16;7;0;no;14;1;9;0;0;3;3;1
3rd (51);03:11;10;-2;6;3;8;1;8;17;3;1;0;16;12;5;no;9;1;0;3;3;5;3;1
4th (50);03:23;11;-2;6;10;20;1;4;0;3;0;4;8;10;7;no;12;4;1;0;3;3;4;0
1st (58);03:08;13;-1;1;7;33;0;2;3;3;0;1;10;4;5;no;13;6;0;1;3;2;3;0
2nd (57);02:16;0;-5;8;20;8;0;10;16;4;1;0;8;15;0;no;8;2;0;2;0;3;3;3
3rd (57);02:17;5;-2;0;2;4;48;0;0;1;0;6;12;6;8;no;14;1;9;0;3;2;3;0
4th (53);03:12;8;0;7;10;11;1;4;12;3;0;1;11;16;8;no;12;2;1;2;3;3;4;0
1st (68);02:44;0;-4;0;3;6;55;0;8;3;1;4;6;4;1;no;14;1;9;2;1;0;2;2
2nd (54);02:05;10;0;6;5;4;0;0;29;3;0;1;8;23;9;no;10;1;0;3;4;2;3;2
3rd (54);03:57;8;-1;4;10;15;10;3;5;3;0;2;20;7;6;no;12;2;3;1;3;3;3;0
4th (51);03:07;8;-1;4;8;26;0;6;0;2;0;5;7;7;6;yes;1;7;0;0;3;5;1;0
1st (74);02:58;0;-6;1;3;0;76;0;0;3;0;7;10;7;0;no;9;0;11;0;0;1;2;2
2nd (60);02:25;9;-1;5;7;17;0;4;19;2;0;2;8;11;6;no;11;4;0;3;2;3;4;0
3rd (57);03:15;12;0;6;7;15;0;3;14;3;0;0;9;7;6;no;13;3;0;2;4;4;2;0
4th (57);03:27;9;-3;4;5;19;10;9;4;3;0;1;6;8;1;no;10;3;2;1;1;2;3;3
1st (58);04:12;16;0;5;7;10;0;4;16;2;1;1;14;17;9;no;11;2;0;2;3;2;4;2
2nd (53);05:17;3;-3;5;15;19;0;7;7;3;0;1;12;6;3;yes;1;4;0;1;2;4;3;1
3rd (49);06:56;0;-3;8;10;0;25;3;6;3;0;4;9;11;4;no;12;0;4;2;2;4;3;0
4th (42);05:15;10;-1;3;5;19;0;0;6;3;1;0;3;4;7;no;10;4;0;0;3;2;3;2
1st (54);05:09;8;-2;7;7;16;0;5;13;2;0;2;8;16;6;no;11;3;0;2;2;2;5;2
2nd (53);04:10;16;0;6;3;8;10;4;6;3;0;3;11;12;10;no;14;1;3;1;5;4;3;1
3rd (52);03:29;0;-3;5;3;14;25;3;5;3;3;3;9;12;1;no;9;3;4;1;1;2;3;0
4th (51);04:10;5;-2;3;10;13;10;3;9;3;0;2;16;4;7;no;12;3;3;1;3;3;1;1
1st (57);04:15;8;-2;3;3;32;0;6;7;3;0;1;10;15;3;no;14;6;0;1;2;2;6;1
2nd (54);03:26;5;-5;5;7;24;0;3;15;3;1;1;6;11;3;no;13;6;0;2;1;1;4;0
3rd (54);03:41;4;-3;1;5;0;38;0;9;3;2;3;12;10;1;no;10;0;7;1;1;1;2;1
4th (52);02:52;17;0;5;3;5;9;6;7;3;1;3;14;6;8;no;9;1;2;1;4;6;3;0
1st (61);02:43;18;0;7;10;5;0;4;17;3;0;3;10;14;9;no;12;1;0;2;5;3;4;0
2nd (61);06:33;9;-3;7;7;28;0;7;6;3;1;1;8;8;1;no;13;6;0;1;1;4;2;0
3rd (56);03:35;9;-3;7;5;13;0;6;19;3;0;0;6;20;5;no;10;2;0;2;3;2;3;3
4th (56);03:51;0;-6;0;3;5;48;0;6;3;2;3;18;0;0;no;14;2;9;1;0;2;1;1
1st (50);03:09;0;-2;8;0;18;0;13;13;0;0;2;6;11;3;no;10;4;0;2;2;5;2;3
2nd (47);03:01;10;0;1;2;19;9;0;6;1;1;2;10;10;9;no;14;3;3;1;4;0;4;2
3rd (46);04:02;10;0;2;3;15;13;3;0;3;1;2;16;2;9;no;9;3;3;0;4;4;2;1
4th (38);02:14;0;-2;7;7;0;9;4;13;3;1;1;6;15;6;no;13;0;2;3;3;2;4;0
1st (63);04:22;18;0;2;20;5;0;8;10;4;1;0;21;2;7;no;8;1;0;1;4;4;3;0
2nd (62);06:26;0;-6;2;2;9;55;0;0;1;2;6;12;4;0;no;14;2;9;1;0;3;0;1
3rd (55);04:28;9;-3;7;10;18;1;5;8;3;0;1;6;23;4;yes;2;4;0;1;2;1;5;2
4th (47);05:10;9;-3;5;7;15;10;4;0;3;1;0;0;10;6;no;13;2;3;0;3;1;4;1
1st (71);02:34;0;-6;1;3;9;64;0;0;2;0;5;6;9;0;no;14;2;10;1;0;1;2;2
2nd (62);03:12;12;-1;4;10;27;0;3;7;3;1;2;11;14;5;yes;3;5;0;1;3;3;2;0
3rd (49);03:41;18;0;2;3;23;1;2;0;1;2;4;20;4;10;no;11;5;1;0;4;3;2;0
4th (42);03:22;5;-4;10;5;0;10;5;11;2;0;1;12;22;7;no;12;0;3;2;3;3;5;0
1st (68);02:13;0;-6;1;3;4;64;2;0;3;1;6;14;12;0;no;9;1;9;1;0;2;2;1
2nd (57);04:07;12;-2;4;3;8;10;4;18;2;1;0;12;18;5;no;14;1;3;3;3;1;4;2
3rd (55);03:51;12;-2;8;7;24;0;0;6;3;1;2;4;22;5;no;13;5;0;1;3;1;3;1
4th (46);02:59;12;-2;2;10;14;0;3;7;3;0;1;26;4;11;no;12;3;0;1;5;2;2;2
1st (58);03:31;16;-2;6;7;10;1;3;17;3;1;0;8;10;7;no;13;2;1;2;3;2;3;1
2nd (55);03:06;6;-2;4;20;14;0;5;8;4;0;3;3;10;4;no;8;3;0;1;2;5;3;0
3rd (52);03:28;9;-2;2;0;31;1;4;7;0;1;3;8;8;6;no;14;7;1;1;3;1;4;0
4th (49);04:01;0;-3;2;3;5;34;8;0;3;1;2;10;1;1;no;9;1;6;0;1;3;2;3
1st (56);04:06;0;-6;7;10;27;0;7;11;3;0;1;18;16;0;no;12;5;0;2;0;4;3;1
2nd (56);03:41;12;-1;2;7;13;13;0;10;3;1;1;20;14;6;no;13;3;4;1;3;1;2;0
3rd (53);04:05;18;0;9;7;5;1;6;7;2;2;1;12;20;8;no;11;1;1;1;3;3;4;1
4th (43);06:08;5;-4;8;20;10;0;4;0;4;2;0;16;16;7;no;8;2;0;0;3;3;3;1
1st (70);02:46;0;-5;6;3;3;55;3;5;3;0;5;12;19;0;no;9;1;9;1;0;2;2;2
2nd (58);04:24;18;0;4;10;18;0;3;5;3;0;2;9;6;7;no;12;3;0;1;4;3;3;1
3rd (57);04:23;8;-3;4;5;11;0;5;27;3;0;0;17;15;5;no;10;3;0;3;2;2;5;0
4th (49);03:44;9;-3;1;20;22;0;0;0;4;1;2;8;6;6;no;8;4;0;0;3;3;2;1
1st (58);03:51;11;-2;7;3;5;26;0;8;3;3;3;16;20;4;no;9;1;5;1;2;1;3;2
2nd (57);03:03;17;0;5;7;14;0;6;8;3;1;1;8;2;8;no;13;3;0;1;4;3;3;0
3rd (56);03:34;3;-3;2;3;16;31;4;0;1;0;4;13;12;2;no;11;3;6;1;1;2;2;2
4th (53);03:20;3;-5;6;20;17;0;6;6;4;0;3;9;12;2;no;8;3;0;1;1;6;2;1
1st (66);03:19;0;-5;5;3;10;48;5;0;2;1;8;4;6;0;no;14;2;9;0;0;2;3;1
2nd (64);05:04;18;0;3;5;11;0;4;23;2;0;0;14;11;6;no;10;2;0;3;4;3;2;2
3rd (54);03:31;9;-3;10;7;11;0;5;15;2;1;0;9;13;5;no;11;2;0;2;2;5;4;0
4th (50);03:21;8;-3;1;15;26;0;3;0;3;1;4;8;5;5;yes;1;7;0;0;2;2;3;0
1st (72);02:38;18;0;7;5;15;0;5;22;3;0;3;10;12;7;no;10;3;0;2;4;5;1;0
2nd (49);04:11;9;-3;8;3;0;10;9;13;3;0;1;8;12;6;no;9;0;2;2;3;3;4;3
3rd (43);03:39;8;-4;1;3;6;21;0;8;2;2;5;6;2;5;no;14;1;6;1;2;2;3;1
4th (37);03:19;1;-5;1;0;33;1;0;6;2;1;2;6;4;4;no;13;7;1;1;2;0;3;1
1st (61);02:41;3;-3;8;10;0;43;0;0;3;0;5;10;22;2;no;12;0;9;0;1;1;2;2
2nd (57);02:53;5;-4;1;20;21;0;0;14;4;0;1;17;10;3;no;8;4;0;2;1;3;4;0
3rd (56);02:43;18;0;9;7;11;0;9;2;2;0;1;8;12;9;no;11;2;0;1;4;4;5;0
4th (42);02:28;6;-3;1;5;8;0;3;22;3;1;0;17;8;8;no;10;2;0;3;4;3;1;1
1st (60);02:35;18;0;4;7;14;0;4;13;2;0;0;10;7;9;no;11;2;0;2;4;3;3;2
2nd (58);04:19;0;-6;5;3;0;43;0;13;2;0;5;2;18;0;no;14;0;9;2;0;0;5;2
3rd (56);03:00;12;-1;2;7;24;0;3;9;3;1;2;12;4;5;no;13;5;0;1;3;2;3;0
4th (35);02:22;5;-4;4;8;14;0;8;0;2;2;3;9;4;7;no;8;4;0;0;3;6;1;0
1st (60);03:18;13;-3;10;20;5;0;5;10;4;0;2;4;14;5;no;8;1;0;1;2;5;5;0
2nd (55);03:37;8;-2;5;5;15;0;0;24;3;1;0;7;10;4;no;10;2;0;2;3;2;3;2
3rd (53);03:46;13;-3;4;10;24;5;0;0;3;0;4;14;13;8;no;12;5;3;0;3;1;3;0
4th (53);04:30;2;-4;3;3;3;31;9;6;3;2;1;20;8;1;no;9;1;6;1;1;2;1;3
1st (59);03:02;10;-2;7;7;22;0;3;12;2;0;3;8;12;6;no;11;4;0;2;2;5;3;0
2nd (56);05:14;5;-2;1;5;3;38;0;6;3;1;4;11;5;4;no;10;1;8;0;2;1;1;1
3rd (52);02:26;16;-1;3;7;15;1;3;8;3;1;1;10;8;11;no;13;3;1;1;5;1;3;0
4th (49);03:42;0;-4;8;3;18;0;14;10;2;0;2;7;11;1;no;9;4;0;2;1;5;3;3
1st (58);03:26;13;-1;6;7;26;0;3;4;2;2;2;12;14;5;no;11;5;0;1;2;3;3;0
2nd (57);02:48;9;-1;2;3;0;31;0;13;2;1;2;16;14;6;no;9;0;7;2;3;2;2;1
3rd (55);03:32;0;-6;5;10;19;16;4;7;3;0;3;14;14;0;no;12;3;5;1;0;1;4;1
4th (39);02:46;10;-2;8;13;5;0;3;2;3;2;1;14;14;9;no;8;1;0;1;4;4;3;0
1st (67);02:54;18;0;6;5;29;0;4;5;2;0;3;6;12;6;no;10;5;0;1;4;4;2;0
2nd (53);04:34;5;-3;2;10;9;16;0;14;3;0;3;12;12;4;yes;2;2;3;2;2;2;3;1
3rd (50);03:47;8;-4;8;10;0;25;3;0;3;1;6;6;4;5;no;12;0;7;0;2;2;2;1
4th (48);05:38;1;-3;3;20;17;0;4;6;4;0;1;10;6;1;no;8;4;0;1;1;3;3;2
1st (61);04:14;12;-1;4;3;13;10;4;16;2;1;1;16;20;5;no;14;3;3;2;3;1;3;2
2nd (57);05:41;0;-4;0;3;8;34;0;16;3;2;2;26;12;1;no;9;1;5;3;1;1;3;2
3rd (55);04:21;12;-1;5;5;21;0;3;10;3;0;2;4;17;6;no;10;5;0;1;3;1;3;2
4th (50);05:40;10;-4;6;20;8;0;10;0;4;0;4;11;8;11;no;8;2;0;0;4;6;2;0
1st (68);03:34;0;-5;4;3;7;55;4;0;3;0;5;9;13;0;no;14;2;9;1;0;3;1;2
2nd (60);03:34;9;-1;0;3;14;10;5;20;3;0;1;20;4;4;no;9;2;2;3;3;5;2;0
3rd (49);02:58;13;-2;2;5;27;0;0;4;3;2;4;10;8;8;no;10;7;0;0;3;1;2;0
4th (48);02:50;9;-1;10;7;10;0;7;6;3;1;1;3;17;7;no;13;2;0;1;4;3;4;0
1st (67);04:56;12;-1;2;3;7;38;0;6;2;1;4;14;8;3;no;14;1;8;1;2;1;3;1
2nd (59);04:35;17;0;5;5;8;0;4;20;3;0;2;7;9;8;no;10;1;0;2;4;4;3;1
3rd (54);05:28;5;-3;5;15;14;0;3;15;3;0;1;7;13;4;yes;1;3;0;2;2;3;4;1
4th (43);04:30;0;-6;2;3;21;18;0;5;3;3;4;10;8;0;no;9;5;4;1;0;0;2;2
1st (65);04:32;11;-1;2;3;14;16;5;15;2;1;3;12;10;3;no;14;3;4;2;2;1;5;0
2nd (49);02:56;0;-5;7;3;0;31;13;0;3;0;3;8;14;1;no;9;0;6;0;1;4;3;3
3rd (49);02:57;18;0;4;7;15;0;5;0;2;2;1;14;4;10;no;11;3;0;0;4;2;5;0
4th (46);04:09;5;-4;5;7;20;0;0;13;3;0;0;6;12;7;no;13;4;0;2;3;4;2;0
1st (64);03:49;11;-1;4;7;6;0;6;31;2;0;0;12;12;6;no;11;2;0;4;2;1;6;1
2nd (42);04:00;5;-1;2;3;26;2;5;0;3;1;3;20;9;9;no;14;5;2;0;4;5;0;1
3rd (40);04:39;0;-4;5;15;11;13;0;0;3;1;2;4;10;1;yes;1;2;4;0;1;2;3;2
4th (34);03:21;8;0;6;5;6;2;7;0;2;1;2;7;12;9;no;10;1;2;0;4;3;5;0
1st (64);04:14;18;0;4;7;20;0;4;11;3;0;1;0;9;7;no;13;4;0;1;4;2;4;0
2nd (61);05:47;17;0;5;7;24;0;0;8;2;1;0;16;17;8;no;11;5;0;1;3;1;4;1
3rd (59);04:05;0;-5;3;10;4;38;0;9;3;0;5;12;10;1;no;12;1;7;2;1;0;3;1
4th (40);04:22;0;-6;4;5;0;21;8;8;3;0;5;14;6;5;no;10;0;6;0;2;5;1;1
1st (62);02:56;18;0;4;7;16;0;0;17;3;1;0;4;14;7;no;13;3;0;3;4;0;3;1
2nd (57);03:23;13;-3;7;20;5;0;10;5;4;1;2;12;7;5;no;8;1;0;1;2;6;3;0
3rd (54);04:28;1;-5;1;3;9;43;2;0;2;1;5;8;6;1;no;14;2;9;0;1;2;2;1
4th (50);04:50;4;-4;7;10;10;9;3;11;3;0;4;13;10;3;no;12;2;3;2;2;3;3;0
1st (70);02:10;18;0;8;7;3;0;7;27;3;0;0;2;8;5;no;13;1;0;3;3;4;4;0
2nd (61);02:28;0;-6;1;10;31;25;0;0;3;0;5;16;7;0;no;12;7;4;1;0;1;1;1
3rd (53);05:09;0;-6;4;3;6;31;6;9;3;0;2;2;10;0;no;14;1;7;1;0;1;6;2
4th (45);03:02;18;0;1;3;11;4;0;8;3;1;2;15;10;7;no;9;3;1;1;4;2;3;1
1st (66);03:09;18;0;6;5;10;0;3;24;3;1;1;13;14;6;no;10;2;0;2;4;3;3;0
2nd (62);02:19;0;-5;4;2;0;55;0;6;1;1;5;4;15;0;no;14;0;10;1;0;0;4;2
3rd (57);02:22;8;0;3;20;11;0;9;6;4;0;1;9;0;5;no;8;3;0;1;2;5;3;0
4th (41);02:36;0;-3;0;7;30;1;0;6;3;0;2;10;7;5;no;13;7;1;1;2;1;2;1
1st (63);03:12;18;0;3;7;17;0;2;16;3;0;0;8;13;9;no;13;3;0;2;5;2;2;1
2nd (61);03:12;17;0;6;7;4;0;8;19;2;1;0;9;2;5;no;11;1;0;2;2;4;6;0
3rd (48);03:21;0;-6;2;20;23;0;3;6;4;0;1;13;11;0;no;8;5;0;1;0;3;3;2
4th (47);03:08;0;-5;1;3;15;33;0;0;3;0;3;2;6;1;no;14;3;8;0;1;1;4;1
1st (61);02:32;18;0;2;7;11;0;0;23;2;1;1;12;8;9;no;11;2;0;3;4;3;2;1
2nd (57);03:29;0;-4;4;10;20;16;0;11;3;0;5;16;10;2;no;12;5;4;2;1;1;2;0
3rd (50);03:42;5;-3;3;3;12;26;4;0;2;0;3;12;12;5;no;14;3;5;1;2;2;3;2
4th (47);04:47;9;-3;6;7;20;4;4;0;3;1;0;4;14;6;no;13;4;2;0;3;1;4;0
1st (64);02:42;0;-6;2;0;4;64;0;0;0;0;6;6;7;0;no;12;1;10;1;0;1;3;2
2nd (61);02:47;8;-3;4;7;8;0;4;33;3;0;1;8;17;8;no;13;2;0;4;4;1;4;0
3rd (57);02:32;17;0;4;7;17;0;5;7;2;0;2;14;2;10;no;11;3;0;1;4;5;3;0
4th (54);02:33;10;-2;4;15;22;0;5;0;3;0;3;10;12;5;yes;1;4;0;0;3;5;2;1
1st (60);04:29;9;-3;6;3;8;26;4;7;2;0;3;5;19;3;no;14;1;6;1;2;3;4;1
2nd (53);04:38;0;-6;6;3;13;26;11;0;3;1;4;12;11;0;no;9;3;5;0;0;4;2;2
3rd (51);04:39;12;-2;2;7;26;1;0;5;3;1;3;6;9;8;no;13;5;1;1;4;1;2;0
4th (41);05:42;15;-1;0;13;8;0;0;6;3;1;0;16;0;10;no;8;2;0;1;5;3;3;0
1st (61);02:42;8;-3;7;7;16;0;4;22;2;0;2;16;16;7;no;11;3;0;3;2;2;4;2
2nd (60);03:04;18;0;5;5;19;0;0;13;3;0;1;15;16;9;no;10;4;0;1;5;2;2;1
3rd (58);01:52;4;-3;6;20;10;0;13;8;4;0;2;8;9;1;no;8;2;0;1;1;6;3;1
4th (57);02:26;5;-5;0;3;7;47;0;0;3;0;5;9;7;3;no;9;2;8;0;1;2;1;2
1st (64);03:22;17;-1;4;3;12;4;6;19;3;0;0;12;12;6;no;9;2;1;3;3;2;3;3
2nd (58);04:13;17;-1;5;7;18;0;4;8;2;0;1;10;3;9;no;11;4;0;1;3;4;2;2
3rd (55);04:42;0;-6;5;13;22;16;5;0;3;0;4;7;18;0;no;8;4;3;1;0;2;5;0
4th (46);04:22;2;-4;4;7;3;31;3;0;3;0;3;8;4;2;no;13;1;7;0;2;2;3;0
1st (57);03:55;0;-4;2;3;5;48;3;0;3;1;5;8;2;6;no;9;1;8;0;2;1;2;2
2nd (53);04:06;8;-1;6;3;18;0;3;16;3;0;1;9;17;6;no;14;4;0;2;4;3;3;2
3rd (52);04:04;8;-1;2;7;20;0;4;12;3;0;4;10;2;6;no;13;5;0;2;3;4;1;0
4th (48);04:45;10;-4;9;10;18;0;5;0;3;1;0;11;17;8;no;12;3;0;0;3;3;5;0
1st (54);03:27;0;-4;6;7;11;34;0;0;3;1;3;6;12;1;no;13;2;6;1;1;2;2;0
2nd (53);04:43;8;-1;9;10;4;0;7;16;3;1;1;18;12;3;no;12;1;0;3;2;4;4;0
3rd (50);03:35;11;-1;4;3;26;0;7;0;1;0;1;6;10;9;no;11;5;0;0;4;4;3;1
4th (38);04:27;10;-1;1;3;15;4;0;6;3;0;0;16;12;12;no;9;3;1;1;5;2;3;2
1st (54);03:46;9;-1;4;10;25;0;0;7;3;0;0;20;11;4;no;12;6;0;2;2;2;2;1
2nd (52);04:42;0;-6;6;3;19;13;7;10;3;2;2;12;12;0;no;9;3;3;2;0;3;4;1
3rd (51);03:22;17;0;2;7;0;16;3;6;3;1;4;8;8;8;no;13;0;4;1;4;1;3;1
4th (47);04:37;5;-2;7;10;13;0;5;9;3;1;1;7;16;7;yes;3;3;0;1;3;5;2;0
1st (68);04:50;0;-6;3;3;0;64;4;0;3;1;5;17;4;0;no;9;0;10;0;0;4;1;1
2nd (59);03:10;9;-2;9;7;22;0;4;10;2;0;1;8;25;6;no;11;5;0;1;2;2;4;2
3rd (57);03:30;11;-2;7;10;12;0;3;16;3;1;0;24;8;8;no;12;2;0;2;4;2;4;0
4th (56);02:55;15;-1;5;3;22;0;4;8;2;0;1;4;16;10;no;14;5;0;1;5;2;4;1
1st (63);03:01;18;0;4;7;9;0;7;18;2;0;1;12;2;7;no;11;2;0;2;3;3;5;1
2nd (61);03:21;14;0;0;3;21;16;2;5;3;0;4;14;13;6;no;9;5;3;1;3;2;2;1
3rd (54);02:42;0;-4;6;20;14;0;9;9;4;0;3;4;10;3;no;8;3;0;1;2;5;3;0
4th (52);03:58;0;-6;6;5;4;43;0;0;2;0;5;11;16;2;no;12;1;9;0;1;2;2;1
1st (66);02:55;17;0;5;10;22;9;3;0;3;0;4;12;8;6;no;12;4;3;0;3;2;3;0
2nd (62);03:46;17;0;4;3;6;18;6;8;1;0;3;10;0;4;no;11;1;5;1;2;6;2;0
3rd (45);03:07;0;-4;4;3;18;10;0;14;3;1;1;4;14;1;no;9;4;1;3;1;1;4;2
4th (43);04:48;0;-6;5;3;9;13;4;15;3;2;2;4;8;2;no;14;2;4;2;1;1;4;2
1st (57);02:49;12;-1;4;7;19;0;0;16;2;0;1;14;4;8;no;11;4;0;2;3;3;3;1
2nd (55);04:31;10;-1;5;3;0;36;2;0;3;1;3;6;8;9;no;9;0;4;1;4;2;3;2
3rd (51);02:23;1;-2;3;10;22;0;0;17;3;0;1;6;5;3;no;12;4;0;2;2;0;6;1
4th (43);03:31;5;-4;3;3;0;31;0;5;2;0;4;3;12;6;no;14;0;7;1;3;3;3;1
1st (62);03:06;13;-1;4;7;22;0;4;13;2;0;0;13;8;5;no;11;4;0;2;2;3;3;2
2nd (51);04:39;12;-1;2;3;24;0;4;7;3;0;0;15;10;8;no;14;5;0;1;4;4;4;0
3rd (50);05:11;0;-6;6;10;11;9;6;14;3;0;1;6;14;0;yes;3;3;2;3;0;3;3;1
4th (45);05:06;10;-3;3;3;4;26;2;0;3;1;4;12;14;10;no;9;1;5;0;4;2;2;2
1st (61);03:11;0;-6;4;20;23;0;4;16;4;0;0;22;16;0;no;8;5;0;2;0;3;4;0
2nd (59);03:51;9;-3;6;7;9;31;0;0;3;0;4;8;19;3;no;13;2;6;1;2;2;2;0
3rd (55);06:45;9;-3;7;10;19;0;7;6;3;1;2;14;14;4;no;12;4;0;1;2;2;3;2
4th (49);04:15;18;0;3;7;7;0;4;10;2;2;0;11;6;9;no;11;1;0;2;4;3;4;0
1st (60);04:37;8;-4;10;7;26;0;6;7;2;1;2;12;29;4;no;11;5;0;1;1;2;6;0
2nd (56);05:20;8;-2;2;3;0;25;4;16;3;1;2;12;12;3;no;9;0;5;3;2;1;3;2
3rd (54);03:51;17;0;4;10;15;1;3;4;3;1;1;23;4;8;no;12;3;1;1;4;3;1;1
4th (49);05:48;1;-4;6;7;11;16;3;9;3;1;3;18;20;1;no;13;2;5;1;1;2;2;1
1st (60);02:43;0;-5;11;7;8;26;7;6;3;0;3;6;26;0;no;13;2;5;2;0;2;4;0
2nd (56);03:47;14;0;4;10;5;0;9;14;3;1;1;13;12;7;yes;3;1;0;2;4;5;0;2
3rd (55);04:23;13;-2;3;0;15;26;0;0;0;1;4;21;10;5;no;9;3;6;0;2;3;3;0
4th (50);04:27;4;-2;3;10;21;0;0;14;3;2;0;16;8;4;no;12;3;0;2;3;1;4;0
1st (52);04:58;14;0;4;7;7;0;2;18;2;0;2;10;8;11;no;11;2;0;2;4;5;2;1
2nd (45);04:19;1;-4;7;10;15;0;3;13;3;2;0;10;10;1;no;12;3;0;2;1;3;4;0
3rd (43);05:57;8;-2;6;7;11;13;0;0;3;0;1;10;14;8;no;13;2;4;0;3;2;3;1
4th (35);05:25;3;-2;1;3;30;0;0;0;3;2;3;12;10;8;no;14;7;0;0;4;0;4;1
1st (58);05:28;3;-4;6;10;0;43;0;0;3;0;5;9;5;2;no;12;0;9;0;1;2;1;2
2nd (56);05:51;7;-2;7;7;31;0;6;0;3;0;1;4;11;5;no;13;6;0;0;3;3;3;0
3rd (50);06:39;14;-1;2;5;23;0;3;4;3;0;2;7;11;6;no;10;5;0;1;3;3;3;0
4th (49);03:56;10;-3;3;15;0;0;6;18;3;0;0;9;2;6;yes;1;0;0;2;2;4;4;3
1st (64);03:25;16;-1;4;7;34;0;4;0;3;0;1;4;12;8;no;13;6;0;0;4;1;4;0
2nd (56);04:12;16;-2;4;5;12;0;3;18;3;3;1;13;7;7;no;10;3;0;1;3;2;3;0
3rd (55);02:48;1;-4;5;10;5;29;0;9;3;0;3;16;8;1;no;12;1;6;2;1;1;3;1
4th (39);03:08;2;-4;5;3;0;13;6;14;3;1;2;3;9;2;no;9;0;3;2;2;4;4;1
