Place;Thinking time;VP from Military Conflicts (Victory);VP from Military Conflicts (Defeat);VP from Treasury Contents;VP from Wonder; VP from Civilian Structures;VP from Scientific Structures;VP from Commercial Structures;VP from Guilds;Constructed stages of the Wonder;Cards discarded;Chained constructions;Coins spent on commerce;Coins gained through commerce;Shields;Wonder side A;Wonder ID;Civilian Structures;Scientific Structures;Guilds;Military Structures;Commercial Structures;Raw Materials;Manufactured Goods
3rd (50);02:24;13;0;6;3;9;0;4;15;1;0;1;12;12;10;no;11;2;0;2;5;3;3;2
4th (43);03:10;0;-5;2;10;20;16;0;0;3;0;2;13;6;0;no;12;5;5;0;0;1;4;0
5th (38);02:39;6;-3;8;5;12;1;3;6;3;2;1;12;16;10;no;10;2;1;0;4;4;1;1
1st (67);04:47;16;0;0;7;20;16;0;8;3;0;4;6;2;5;no;13;4;3;2;2;1;3;0
2nd (58);03:20;12;-1;1;5;17;0;3;21;3;0;0;9;8;6;no;10;3;0;2;4;1;3;2
3rd (53);02:17;0;-5;8;10;0;40;0;0;3;0;6;2;10;0;no;12;0;9;0;0;1;3;2
4th (53);03:20;0;-5;8;3;14;10;10;13;3;0;4;6;9;0;no;9;4;2;2;0;7;2;0
5th (49);02:43;14;-1;2;20;10;0;4;0;4;1;1;8;2;10;no;8;3;0;0;5;2;3;0
1st (62);03:20;12;-2;1;7;14;4;0;26;2;0;0;8;7;3;no;11;2;2;3;1;0;6;2
2nd (54);03:07;0;-6;6;3;26;10;6;9;3;1;1;9;18;0;no;9;6;2;1;0;2;3;3
3rd (50);02:41;13;-1;7;7;4;0;6;14;3;0;1;2;5;11;no;13;1;0;2;5;4;3;0
4th (48);03:53;9;-1;5;3;22;0;3;7;1;1;0;15;9;8;no;8;4;0;1;4;4;3;0
5th (44);02:51;7;-3;6;5;3;10;8;8;3;1;3;7;2;5;no;10;1;3;0;3;5;1;1
1st (61);04:30;0;-5;3;3;22;25;0;13;2;0;4;4;12;0;no;14;6;5;3;0;0;2;2
2nd (56);04:41;13;-1;3;7;14;0;2;18;2;1;0;18;6;7;no;11;3;0;2;3;3;4;0
3rd (55);03:36;7;-2;8;3;11;0;13;15;1;0;0;8;8;5;no;9;2;0;2;3;4;3;3
4th (50);03:01;13;-2;8;5;17;1;3;5;3;1;2;6;8;7;no;10;3;1;0;3;4;3;0
5th (31);05:08;10;-3;0;8;0;16;0;0;2;0;3;10;12;9;yes;1;0;5;0;4;3;4;0
1st (56);03:52;9;-1;3;7;19;0;4;15;2;1;1;28;22;5;no;11;4;0;2;2;1;4;2
2nd (55);04:16;0;-6;8;7;18;13;3;12;3;0;1;16;18;0;no;13;3;4;2;0;3;2;1
3rd (52);02:41;18;0;1;3;4;18;0;8;1;0;3;8;2;6;no;9;1;4;2;3;4;1;2
4th (50);04:35;14;0;10;5;4;0;10;7;2;1;3;8;14;11;no;12;1;0;1;5;4;4;0
5th (43);03:00;0;-6;4;20;20;0;5;0;4;0;3;2;6;0;no;8;5;0;0;0;4;5;0
1st (58);04:22;13;-3;7;5;24;0;3;9;3;0;1;13;10;8;no;10;5;0;0;3;4;2;1
2nd (54);03:12;3;-1;2;3;25;10;0;12;3;2;4;16;15;6;no;14;5;3;2;3;0;2;1
3rd (49);03:13;0;0;5;20;15;0;9;0;4;0;2;15;8;6;no;8;3;0;0;3;5;2;1
4th (49);03:07;4;-1;4;7;3;13;3;16;3;0;1;2;10;6;no;13;1;4;2;3;2;3;0
5th (48);04:11;6;-3;1;3;0;31;0;10;3;0;2;14;17;7;no;9;0;5;2;3;1;4;2
1st (59);03:29;13;-1;2;3;17;0;4;21;2;0;1;3;5;6;yes;3;4;0;3;3;2;4;0
2nd (54);04:28;13;0;7;7;12;0;3;12;3;0;0;7;18;9;no;13;2;0;2;5;2;3;1
3rd (54);03:42;3;-4;4;10;18;10;7;6;3;0;3;16;4;2;no;12;4;3;1;1;4;2;0
4th (52);03:23;5;-4;0;3;5;43;0;0;2;1;6;5;2;3;no;14;1;9;0;1;1;3;2
5th (45);03:30;5;-4;4;3;12;16;9;0;3;0;2;6;8;9;no;9;2;3;0;3;3;3;3
1st (62);03:05;9;-3;6;20;11;0;4;15;4;0;0;10;12;4;no;8;2;0;2;2;3;4;1
2nd (59);03:14;0;-6;2;3;14;38;0;8;2;1;5;8;12;0;no;14;3;7;2;0;0;3;2
3rd (56);03:26;13;-1;5;10;19;0;0;10;3;1;4;14;4;7;no;12;5;0;1;4;3;1;0
4th (48);02:41;10;-1;9;7;6;0;10;7;2;2;2;9;10;6;no;11;1;0;1;2;5;5;0
5th (46);02:49;10;-3;5;7;18;0;3;6;3;1;0;6;9;9;no;13;3;0;1;4;2;3;1
1st (70);02:40;18;0;6;7;10;0;0;29;3;1;1;6;15;8;no;13;2;0;3;4;2;2;1
2nd (59);03:09;0;-6;4;3;4;48;6;0;3;1;4;16;4;0;no;14;1;8;1;0;4;3;0
3rd (52);05:43;14;-2;4;5;31;0;0;0;2;0;1;7;10;9;no;10;6;0;0;4;3;2;1
4th (48);03:30;13;-1;8;7;9;0;4;8;2;2;0;6;12;6;no;11;2;0;1;3;2;4;2
5th (40);04:25;0;-6;5;10;8;16;3;4;3;0;2;11;5;2;no;12;1;5;1;1;2;4;1
1st (54);02:21;16;0;8;7;19;0;4;0;2;2;0;8;15;11;no;11;4;0;0;4;2;4;0
2nd (44);03:38;0;-2;5;5;8;16;0;12;3;2;3;6;16;3;no;10;2;4;1;2;1;2;1
3rd (43);03:39;10;0;1;2;14;5;0;11;1;0;2;10;9;9;no;12;3;3;2;4;2;3;0
4th (41);04:50;0;-3;3;3;9;16;3;10;3;0;2;21;12;6;no;9;2;2;3;3;3;3;2
5th (41);05:28;5;-2;1;3;27;1;0;6;3;0;0;14;7;9;no;14;5;1;1;4;2;3;2
1st (51);03:22;12;-1;7;7;12;0;5;9;2;0;0;8;11;10;no;11;3;0;1;4;2;5;1
2nd (51);03:08;11;-2;2;3;6;31;0;0;2;1;4;4;6;7;no;14;2;6;1;3;2;3;0
3rd (49);04:01;12;-2;1;5;24;1;0;8;3;0;0;12;10;8;no;10;4;1;0;4;3;2;1
4th (46);02:16;3;-3;2;7;24;1;0;12;3;0;1;8;10;3;no;13;5;1;2;2;1;3;1
5th (44);02:32;3;-5;5;13;13;0;7;8;3;1;1;10;5;4;no;8;3;0;1;2;4;4;0
1st (56);03:46;10;-2;4;3;10;0;7;24;2;1;1;6;6;4;no;9;2;0;3;3;3;4;2
2nd (55);05:42;9;-2;2;3;19;16;0;8;2;1;2;14;12;4;no;14;4;5;1;2;1;3;1
3rd (49);03:30;0;-6;7;10;18;16;4;0;3;0;3;8;12;3;no;12;3;4;0;1;2;4;1
4th (49);02:49;11;-2;2;20;6;0;4;8;4;1;1;8;5;8;no;8;1;0;1;4;3;3;1
5th (47);04:31;13;-1;7;7;3;16;2;0;2;0;5;7;8;11;no;11;1;4;0;4;4;3;0
1st (66);04:09;5;-4;3;3;7;43;0;9;3;0;5;6;14;3;no;14;2;9;1;1;1;2;2
2nd (56);04:50;4;-4;6;20;17;0;8;5;4;0;1;16;14;1;no;8;3;0;1;1;4;3;2
3rd (54);04:42;4;-2;0;7;29;1;0;15;3;1;0;20;7;3;no;13;6;1;2;2;1;2;0
4th (39);03:00;15;0;4;10;0;0;3;7;3;0;2;16;12;18;yes;3;0;0;1;8;4;1;1
5th (34);03:58;8;-2;7;7;8;0;4;2;2;0;1;11;22;13;no;11;2;0;1;5;3;4;1
1st (63);03:26;18;0;7;7;17;0;3;11;3;2;0;8;9;6;no;13;3;0;1;4;3;2;0
2nd (63);02:35;0;-6;4;3;0;45;9;8;3;0;3;4;4;0;no;9;0;6;2;0;3;3;3
3rd (60);03:52;0;-5;6;10;13;31;5;0;3;0;5;22;14;0;no;12;3;7;0;0;3;2;0
4th (55);06:02;8;-2;1;3;33;0;0;12;3;1;2;30;18;4;no;14;7;0;2;2;2;2;1
5th (51);04:52;15;0;9;7;5;0;0;15;2;1;1;3;22;10;no;11;1;0;2;4;3;4;1
1st (54);04:03;13;-1;6;5;13;0;7;11;3;0;0;10;8;7;no;10;2;0;1;4;4;2;2
2nd (51);03:25;0;-5;2;3;6;43;2;0;2;1;6;12;5;1;no;9;1;9;0;1;2;2;2
3rd (49);03:04;8;-1;4;7;15;0;4;12;3;0;2;7;9;6;no;13;4;0;2;3;4;2;0
4th (47);02:38;10;-2;7;7;11;0;0;14;2;2;2;11;18;10;no;11;2;0;2;3;2;4;1
5th (42);03:22;5;-1;4;8;17;0;3;6;2;0;1;12;12;9;no;8;4;0;1;4;3;3;1
1st (62);04:34;18;0;3;7;17;0;4;13;2;0;2;15;8;8;no;11;4;0;2;3;4;1;2
2nd (55);04:33;12;-1;6;3;8;0;6;21;2;1;0;8;9;6;no;9;2;0;3;3;2;4;3
3rd (50);05:39;5;-4;2;15;22;0;0;10;3;0;1;16;11;7;yes;1;4;0;1;3;3;3;1
4th (45);04:30;4;-3;7;7;6;16;3;5;3;0;3;2;14;3;no;13;1;5;1;2;2;3;1
5th (45);05:01;0;-5;4;10;20;16;0;0;3;0;4;9;8;3;no;12;4;5;0;1;1;4;0
1st (65);02:39;17;0;4;7;20;0;4;13;2;0;1;6;3;7;no;11;4;0;1;2;4;4;1
2nd (62);03:41;13;-1;4;5;15;0;6;20;3;0;0;13;8;4;no;10;3;0;2;3;3;3;1
3rd (62);03:42;0;-6;2;3;8;48;0;7;3;0;4;6;11;0;no;9;2;8;1;0;0;3;3
4th (54);04:41;13;-2;4;7;20;0;0;12;3;0;1;6;12;9;no;13;4;0;2;4;2;3;0
5th (41);03:46;0;-4;5;3;14;16;7;0;3;1;3;7;4;4;no;14;3;5;0;2;3;2;2
1st (78);03:20;13;-1;5;10;10;0;0;41;3;0;1;12;14;5;no;12;2;0;4;3;2;4;0
2nd (62);03:24;9;-2;7;13;29;0;6;0;3;1;4;10;19;1;no;8;7;0;0;1;2;3;1
3rd (61);02:42;0;-6;0;3;0;64;0;0;3;1;5;18;9;0;no;9;0;10;0;0;2;1;2
4th (59);05:26;12;-1;2;3;28;0;0;15;1;1;1;13;12;7;no;11;5;0;2;3;2;3;1
5th (47);05:22;10;-4;6;3;3;26;3;0;3;0;3;10;9;9;no;14;1;6;0;3;3;4;1
1st (70);04:26;13;-1;8;3;19;1;10;17;2;0;3;8;7;1;no;14;4;1;2;1;6;4;0
2nd (67);02:24;0;-6;4;5;0;64;0;0;2;0;5;6;4;0;no;12;0;10;1;0;1;3;1
3rd (55);02:19;17;-1;2;7;12;0;4;14;2;0;1;12;1;10;no;11;2;0;2;4;3;4;1
4th (53);02:11;10;-2;5;7;25;0;3;5;3;1;1;0;4;4;no;13;5;0;1;3;1;4;0
5th (39);02:14;5;-5;4;5;14;10;0;6;3;0;3;4;14;9;no;10;3;3;0;3;2;2;2
1st (57);04:14;0;-6;7;10;12;31;3;0;3;1;5;10;7;0;no;12;2;6;1;0;2;2;1
2nd (54);04:45;14;0;0;7;15;0;0;18;3;0;0;4;4;9;no;13;4;0;2;4;1;4;0
3rd (52);03:09;17;0;5;5;18;0;3;4;3;0;1;11;14;9;no;10;3;0;0;5;3;3;1
4th (48);05:23;0;-3;5;3;9;10;8;16;2;1;2;4;12;3;no;14;2;3;2;2;4;4;0
5th (45);04:02;6;-2;3;7;23;0;2;6;2;1;2;16;8;6;no;11;5;0;1;2;2;4;1
1st (63);05:03;17;0;7;7;8;0;7;17;2;0;0;17;22;9;no;11;1;0;2;4;3;5;1
2nd (58);03:58;15;-1;2;13;26;0;3;0;3;0;2;10;7;9;no;8;5;0;0;4;3;2;1
3rd (49);02:51;0;-6;1;10;0;38;0;6;3;1;4;11;8;0;yes;3;0;7;2;0;2;1;2
4th (45);02:35;6;-4;5;7;19;1;3;8;3;0;0;4;10;7;no;13;4;1;1;3;2;4;0
5th (33);04:28;6;-3;1;2;13;5;0;9;1;3;1;20;15;8;no;14;3;3;1;4;0;2;2
1st (63);03:25;0;-5;3;10;0;43;2;10;3;0;5;12;7;0;no;12;0;8;2;0;1;3;1
2nd (59);03:20;12;-1;5;20;20;0;3;0;4;0;0;14;11;5;no;8;3;0;0;3;3;3;2
3rd (52);03:13;8;-3;8;5;19;0;6;9;3;1;2;4;12;5;no;10;4;0;0;2;4;3;1
4th (50);02:59;12;-1;1;7;10;0;3;18;3;1;0;18;1;6;no;13;2;0;3;3;3;2;1
5th (48);02:59;10;-2;9;7;12;0;0;12;2;1;1;5;22;8;no;11;2;0;2;2;3;4;2
1st (60);02:51;17;0;6;7;16;0;8;6;2;0;1;12;12;8;no;11;3;0;1;3;4;2;3
2nd (59);03:40;0;-5;1;3;5;55;0;0;3;3;6;12;4;2;no;14;1;10;0;1;0;2;1
3rd (58);03:20;6;-2;11;10;8;0;5;20;3;0;1;8;18;5;no;12;1;0;3;3;3;5;0
4th (44);03:35;10;0;10;3;15;0;6;0;2;3;0;6;12;7;no;9;3;0;0;4;4;3;1
5th (37);03:34;0;-4;1;5;21;0;1;13;2;1;1;12;4;7;no;10;5;0;2;3;3;1;1
1st (62);04:37;13;-1;9;7;22;0;4;8;2;1;1;18;11;4;no;11;4;0;1;2;4;3;1
2nd (57);03:05;0;-5;2;2;3;55;0;0;1;2;5;8;9;0;no;14;1;9;1;0;1;3;1
3rd (56);03:02;8;-3;4;10;15;0;3;19;3;1;1;5;6;5;yes;3;3;0;2;2;3;3;1
4th (52);05:20;9;-1;2;7;10;13;3;9;3;0;4;12;4;6;no;13;2;4;1;3;2;3;0
5th (51);04:26;10;-2;7;15;15;0;6;0;3;0;1;7;20;9;yes;1;3;0;0;4;3;2;3
1st (66);04:59;18;0;6;7;0;0;0;35;2;1;0;8;18;9;no;11;0;0;4;4;0;7;0
2nd (62);03:05;9;-2;9;20;22;0;4;0;4;1;1;6;14;4;no;8;4;0;0;2;4;3;0
3rd (49);03:51;3;-2;0;7;10;31;0;0;3;0;5;6;5;3;no;13;2;7;0;2;3;1;0
4th (46);02:56;5;-5;1;10;35;0;0;0;3;1;3;22;11;6;no;12;8;0;0;2;0;2;2
5th (43);04:43;5;-3;1;3;6;18;6;7;3;0;4;12;6;6;no;9;1;4;1;3;2;3;3
1st (55);02:39;16;-2;4;7;13;10;0;7;2;0;2;9;13;9;no;11;2;3;1;3;2;4;1
2nd (51);02:20;3;-3;5;20;10;0;8;8;4;0;3;5;3;2;no;8;3;0;1;1;5;4;0
3rd (50);02:00;5;-3;8;7;24;0;3;6;3;1;0;4;7;4;no;13;4;0;1;3;3;3;0
4th (45);03:31;11;-3;2;5;23;0;3;4;3;0;2;4;7;7;no;10;6;0;0;3;1;3;2
5th (40);02:25;2;-2;4;3;4;21;8;0;1;2;3;11;3;2;no;9;1;6;0;2;4;0;2
1st (65);03:45;9;-3;6;10;25;1;0;17;3;0;2;13;19;3;no;12;5;1;2;2;2;2;1
2nd (59);04:08;0;-5;2;3;8;48;3;0;3;2;5;24;6;0;no;9;2;7;1;0;2;0;3
3rd (54);04:49;8;-3;9;10;20;0;3;7;3;3;0;4;20;5;yes;3;4;0;1;2;2;3;0
4th (50);03:15;14;-2;0;7;24;0;0;7;3;2;2;18;7;9;no;13;5;0;1;4;1;2;0
5th (49);02:53;13;-1;13;3;0;0;14;7;1;1;0;14;21;7;no;11;0;0;1;3;6;4;2
1st (63);03:39;3;-5;5;3;0;48;3;6;3;1;4;15;16;2;no;14;0;9;1;1;3;2;1
2nd (61);05:20;6;-4;6;20;15;0;8;10;4;0;0;12;15;4;no;8;3;0;1;2;4;4;0
3rd (58);03:15;12;-2;2;10;3;26;0;7;3;1;2;22;13;7;no;12;1;6;1;3;0;1;2
4th (49);05:10;11;-2;4;5;9;0;3;19;3;0;2;7;8;12;no;10;2;0;1;5;4;3;0
5th (47);03:18;12;-1;6;7;8;0;6;9;2;1;0;14;18;11;no;11;1;0;1;4;1;6;2
1st (70);03:43;9;-2;5;3;21;10;7;17;3;0;1;13;10;3;no;9;4;2;2;2;5;1;2
2nd (62);02:31;0;-6;2;7;11;48;0;0;3;0;4;14;12;0;no;13;2;8;1;0;1;2;1
3rd (56);02:41;8;-3;0;20;12;0;4;15;4;0;1;14;11;5;no;8;3;0;2;3;2;4;0
4th (49);03:52;18;0;6;7;12;0;0;6;2;1;2;4;13;12;no;11;2;0;1;5;2;4;1
5th (47);03:24;9;-3;2;3;2;31;3;0;2;2;4;13;12;6;no;14;1;7;0;3;2;3;0
1st (61);03:57;0;-5;0;5;4;48;2;7;2;0;5;11;1;0;no;12;1;9;1;0;2;2;1
2nd (55);02:54;8;-3;8;10;20;0;3;9;3;1;0;0;13;5;yes;3;4;0;1;2;2;4;1
3rd (55);05:40;18;0;6;7;16;0;0;8;3;1;0;6;6;10;no;13;3;0;1;5;3;2;0
4th (52);03:22;3;-3;6;20;8;0;10;8;4;0;0;10;14;6;no;8;1;0;1;3;2;4;3
5th (50);03:59;9;-1;2;7;7;16;2;8;2;0;5;11;4;6;no;11;1;5;1;2;5;2;0
1st (71);03:00;0;-4;3;0;10;62;0;0;0;0;9;6;8;0;no;11;2;11;0;0;2;2;1
2nd (62);02:38;13;-1;0;5;11;0;6;28;3;0;0;9;2;4;no;10;3;0;3;3;2;1;3
3rd (57);02:22;12;-1;5;10;16;1;3;11;3;2;2;20;8;5;no;12;4;1;1;3;1;2;1
4th (51);02:18;5;-3;3;7;35;0;0;4;3;0;1;2;5;3;no;13;6;0;1;1;2;4;1
5th (41);02:40;10;-3;8;20;0;0;0;6;4;0;1;6;20;9;no;8;0;0;1;4;3;4;2
1st (63);02:41;17;0;5;15;9;0;8;9;3;0;2;7;10;8;yes;1;2;0;1;4;5;3;0
2nd (58);05:09;0;-6;0;10;30;0;0;24;3;0;2;22;8;0;no;12;7;0;3;0;1;2;2
3rd (50);04:12;17;0;4;3;10;4;3;9;3;1;1;20;13;9;no;9;2;1;2;4;3;2;2
4th (50);02:55;3;-3;2;7;5;36;0;0;3;0;4;4;9;3;no;13;1;8;0;2;0;3;1
5th (45);03:12;5;-3;12;10;18;0;3;0;3;1;1;5;18;7;yes;3;3;0;0;3;5;2;1
1st (58);03:27;18;0;3;3;23;0;3;8;1;0;0;14;7;7;yes;2;4;0;1;4;3;4;1
2nd (54);04:57;0;-6;4;15;20;0;2;19;3;0;3;5;14;0;yes;1;5;0;3;0;4;2;1
3rd (44);03:34;13;-2;0;3;9;21;0;0;2;0;4;14;0;8;yes;5;2;6;0;3;1;2;2
4th (43);03:58;13;-1;7;7;17;0;0;0;2;3;2;6;10;7;no;11;4;0;0;3;1;3;2
5th (38);03:25;0;-5;5;10;12;13;3;0;3;0;7;2;10;3;yes;7;3;5;0;1;3;3;1
1st (60);03:19;11;-2;7;5;19;0;0;20;3;0;0;7;21;7;no;10;4;0;2;3;3;2;1
2nd (51);03:47;11;-1;1;3;29;0;4;4;2;2;3;21;6;8;no;9;6;0;1;4;4;2;0
3rd (49);02:30;14;-1;8;7;15;0;6;0;3;0;1;2;12;9;no;13;3;0;0;4;3;5;0
4th (46);03:36;3;-3;2;10;10;0;0;24;3;1;0;18;12;6;no;12;2;0;3;3;1;4;1
5th (37);04:25;3;-5;1;3;4;31;0;0;3;2;3;9;6;5;no;14;1;6;1;2;1;3;2
1st (59);05:05;15;0;5;10;0;18;0;11;3;2;3;10;7;5;no;12;0;5;1;3;0;4;0
2nd (57);05:31;0;-6;13;3;6;31;10;0;3;1;4;8;14;0;no;9;1;5;1;0;7;2;1
3rd (56);03:00;0;-5;3;5;24;0;0;29;3;0;0;4;8;2;no;10;4;0;3;1;2;2;3
4th (51);03:15;17;-1;4;7;24;0;0;0;2;1;0;12;15;10;no;11;5;0;0;4;0;5;1
5th (46);03:20;10;-2;5;7;11;2;5;8;3;1;1;14;4;4;no;13;3;2;1;3;3;2;0
1st (76);02:31;18;0;4;3;18;13;6;14;3;0;2;2;8;6;no;9;3;3;1;3;1;4;3
2nd (62);03:10;18;0;3;5;12;0;3;21;3;1;1;10;10;9;no;10;2;0;2;5;2;2;1
3rd (55);04:05;9;-3;8;7;14;0;8;12;2;0;1;8;14;6;no;11;3;0;2;2;3;5;1
4th (52);02:24;0;-6;5;0;6;31;0;16;0;1;5;12;5;3;no;8;1;7;2;1;3;1;2
5th (50);02:53;0;-6;3;10;12;31;0;0;3;0;5;9;4;0;no;12;3;7;0;0;2;3;0
1st (60);03:18;17;0;5;8;15;0;5;10;2;0;1;6;12;8;no;8;3;0;1;4;3;3;2
2nd (55);03:41;7;0;3;7;17;0;4;17;2;0;1;20;13;6;no;11;3;0;2;2;4;4;1
3rd (51);04:00;9;-1;4;7;14;18;0;0;3;0;2;8;13;6;no;13;3;4;1;3;2;2;0
4th (49);03:57;0;-6;4;10;4;31;0;6;3;0;3;11;10;0;no;12;1;7;1;0;1;4;1
5th (45);04:52;0;-4;5;10;24;0;3;7;3;1;2;13;10;3;yes;3;6;0;1;2;3;1;1
1st (63);03:05;0;-6;0;3;7;55;4;0;2;1;7;12;2;0;no;14;2;10;0;0;2;2;1
2nd (56);02:54;18;0;3;7;13;0;3;12;2;0;2;7;7;9;no;11;3;0;2;4;4;3;0
3rd (52);02:27;3;-5;11;0;20;0;8;15;2;0;1;4;10;4;no;13;4;0;2;2;6;2;0
4th (52);02:47;9;-3;6;5;21;0;6;8;2;1;0;3;11;6;no;10;3;0;1;3;1;4;3
5th (48);02:47;15;-1;4;10;13;0;0;7;3;1;3;8;4;9;no;12;4;0;1;4;0;4;1
1st (64);06:23;8;-4;6;10;25;0;0;19;3;0;0;17;23;2;no;12;5;0;3;1;2;2;2
2nd (64);06:35;5;-2;3;3;5;50;0;0;2;0;7;4;4;4;no;14;1;10;0;2;2;2;1
3rd (61);09:35;17;-1;6;7;17;0;0;15;2;1;0;20;21;9;no;11;3;0;2;3;1;4;2
4th (55);04:09;1;-3;3;5;24;0;3;22;3;0;1;5;6;1;no;10;5;0;2;1;3;3;1
5th (42);04:03;5;-2;4;20;3;0;12;0;4;2;1;12;4;4;no;8;1;0;0;3;5;3;0
1st (62);02:58;18;0;10;10;7;0;12;5;3;1;0;12;22;6;yes;4;1;0;1;2;3;5;2
2nd (47);04:03;0;-6;3;10;21;0;0;19;3;0;2;16;12;2;yes;7;5;0;3;1;4;2;1
3rd (46);03:57;12;-1;3;3;15;10;4;0;2;2;1;14;3;5;yes;2;3;2;0;3;3;2;1
4th (45);04:20;14;-1;3;5;10;9;0;5;3;1;2;1;8;9;no;10;2;2;1;4;1;3;1
5th (43);03:40;0;-6;1;10;14;16;0;8;3;1;1;8;6;2;yes;6;3;5;1;1;1;3;0
1st (61);02:24;5;-5;7;13;11;0;11;19;3;0;0;6;17;3;no;8;2;0;2;1;2;5;3
2nd (54);04:11;12;-1;3;5;9;0;5;21;3;1;0;19;4;6;no;10;2;0;2;3;4;2;1
3rd (53);03:27;4;-3;6;3;19;13;5;6;3;0;2;7;12;1;no;9;4;3;1;1;5;1;2
4th (53);04:03;16;0;2;7;23;2;3;0;3;0;1;10;4;8;no;13;4;2;0;4;3;2;0
5th (47);02:55;5;-3;5;5;2;33;0;0;2;0;6;8;13;7;no;12;1;8;0;3;0;3;1
1st (57);02:55;0;-6;11;20;13;0;13;6;4;0;2;8;16;2;no;8;2;0;1;1;6;3;1
2nd (56);02:32;10;-2;3;7;12;0;4;22;2;0;1;16;4;6;no;11;3;0;3;2;3;4;1
3rd (54);03:25;16;-2;4;7;16;10;3;0;3;1;3;12;9;10;no;13;3;3;0;4;2;2;0
4th (53);04:26;9;-1;2;3;2;31;0;7;3;1;4;12;9;6;no;9;1;6;1;3;1;2;2
5th (46);03:21;6;-2;3;0;22;0;0;17;1;0;1;6;16;9;no;10;4;0;2;4;1;4;2
1st (70);04:05;17;0;1;20;15;0;0;17;4;1;0;12;12;6;no;8;3;0;2;4;1;3;0
2nd (64);03:36;18;0;6;10;16;0;5;9;3;0;0;12;7;6;no;12;4;0;1;3;2;5;0
3rd (62);02:43;0;-6;3;0;6;55;4;0;1;0;8;2;4;0;no;13;1;10;0;0;4;1;1
4th (55);03:13;9;-2;5;7;14;0;8;14;2;0;1;8;5;5;no;11;3;0;2;2;3;6;0
5th (44);03:57;0;-6;12;3;14;4;9;8;3;1;0;12;18;3;no;9;3;1;1;1;5;3;3
1st (69);03:25;17;0;3;5;28;0;0;16;2;0;0;9;16;8;no;10;5;0;2;4;1;2;2
2nd (62);04:19;8;-3;7;13;18;0;3;16;3;0;2;10;16;6;no;8;4;0;2;3;3;3;0
3rd (59);04:31;18;0;4;3;5;13;7;9;3;1;2;14;10;7;no;9;1;3;1;4;5;1;1
4th (44);05:32;0;-4;6;3;0;36;3;0;3;1;3;14;12;4;no;14;0;8;0;2;2;3;2
5th (39);05:51;0;-6;2;10;20;13;0;0;3;0;4;16;9;6;no;12;4;3;1;2;0;4;1
1st (61);03:47;12;-1;8;7;23;0;3;9;3;0;0;2;13;5;no;13;4;0;2;3;2;3;1
2nd (57);03:14;11;-2;6;7;13;0;8;14;2;0;4;15;8;7;no;11;3;0;2;2;6;2;1
3rd (53);03:11;0;-5;3;2;9;36;0;8;1;1;5;8;10;0;no;12;2;8;1;0;0;4;1
4th (44);03:14;13;-2;1;3;11;16;2;0;3;2;4;9;4;9;no;9;3;2;1;4;3;2;0
5th (37);04:29;7;-3;1;8;8;16;0;0;2;1;4;6;5;8;no;8;2;5;0;4;1;2;1
1st (67);03:15;18;0;6;7;17;0;7;12;2;0;2;11;9;6;no;11;4;0;1;3;4;3;1
2nd (63);03:40;9;-2;3;13;20;0;0;20;3;1;0;12;6;1;no;8;4;0;2;1;1;4;2
3rd (52);03:19;0;-6;4;3;15;36;0;0;3;1;5;14;16;0;no;9;3;7;0;0;2;1;2
4th (43);03:52;17;0;3;3;0;9;6;5;2;2;4;4;1;10;no;14;0;3;1;5;2;2;3
5th (42);02:40;0;-6;5;5;15;0;4;19;3;0;3;2;11;2;no;10;3;0;2;1;4;4;1
1st (68);02:00;0;-6;5;5;0;64;0;0;2;0;6;6;6;0;no;12;0;10;1;0;1;3;1
2nd (61);03:17;18;0;8;7;6;0;9;13;2;0;2;3;6;6;no;11;1;0;2;3;6;3;1
3rd (61);02:42;16;0;4;10;14;1;3;13;3;0;1;6;12;8;yes;3;3;1;2;4;1;3;1
4th (60);04:05;9;-2;4;3;29;0;6;11;2;1;0;14;2;3;no;9;6;0;1;2;4;2;2
5th (34);03:14;0;-5;4;7;20;5;3;0;3;2;1;4;7;1;no;13;4;3;0;1;2;3;0
1st (75);02:58;11;-2;0;3;0;55;0;8;2;1;8;10;6;8;no;14;0;10;1;4;0;1;1
2nd (62);03:23;12;-1;5;10;6;0;9;21;3;0;2;11;4;5;yes;3;1;0;3;3;6;2;0
3rd (55);02:41;15;-1;3;7;26;0;5;0;2;0;1;10;7;10;no;11;5;0;0;4;1;5;1
4th (53);03:02;0;-6;7;3;10;26;6;7;3;1;1;7;10;0;no;9;2;4;2;0;3;2;3
5th (52);03:09;5;-3;9;7;21;0;3;10;3;1;0;6;17;7;no;13;4;0;1;3;3;3;0
1st (57);04:58;17;-1;5;7;11;0;0;18;3;2;0;6;12;8;no;13;2;0;2;4;2;2;1
2nd (56);04:04;9;0;6;5;22;0;3;11;3;1;2;14;10;6;no;10;5;0;1;3;4;1;0
3rd (56);04:34;8;-1;3;20;9;0;7;10;4;0;0;22;12;6;no;8;2;0;1;3;3;3;2
4th (53);03:30;2;-4;8;3;22;0;8;14;3;0;2;8;20;2;no;14;5;0;2;2;4;4;1
5th (52);02:46;0;-6;4;0;6;48;0;0;0;3;6;10;6;2;no;11;1;8;1;1;1;1;2
1st (65);02:29;13;-1;4;5;27;0;3;14;3;0;0;9;10;4;no;10;5;0;1;3;3;2;1
